"country" "region" "year" "iso"
"Mexico" "Latin America & Caribbean" 2000 "MEX"
"Mexico" "Latin America & Caribbean" 2002 "MEX"
"Mexico" "Latin America & Caribbean" 2004 "MEX"
"Mexico" "Latin America & Caribbean" 2005 "MEX"
"Mexico" "Latin America & Caribbean" 2006 "MEX"
"Mexico" "Latin America & Caribbean" 2008 "MEX"
"Mexico" "Latin America & Caribbean" 2010 "MEX"
"Moldova" "Europe & Central Asia" 1988 "MDA"
"Moldova" "Europe & Central Asia" 1992 "MDA"
"Moldova" "Europe & Central Asia" 1997 "MDA"
"Moldova" "Europe & Central Asia" 1998 "MDA"
"Moldova" "Europe & Central Asia" 1999 "MDA"
"Moldova" "Europe & Central Asia" 2001 "MDA"
"Moldova" "Europe & Central Asia" 2002 "MDA"
"Moldova" "Europe & Central Asia" 2003 "MDA"
"Moldova" "Europe & Central Asia" 2004 "MDA"
"Moldova" "Europe & Central Asia" 2005 "MDA"
"Moldova" "Europe & Central Asia" 2006 "MDA"
"Moldova" "Europe & Central Asia" 2007 "MDA"
"Moldova" "Europe & Central Asia" 2008 "MDA"
"Moldova" "Europe & Central Asia" 2009 "MDA"
"Moldova" "Europe & Central Asia" 2010 "MDA"
"Montenegro" "Europe & Central Asia" 2005 "MNE"
"Montenegro" "Europe & Central Asia" 2006 "MNE"
"Montenegro" "Europe & Central Asia" 2007 "MNE"
"Montenegro" "Europe & Central Asia" 2008 "MNE"
"Montenegro" "Europe & Central Asia" 2009 "MNE"
"Montenegro" "Europe & Central Asia" 2010 "MNE"
"Morocco" "Middle East & North Africa" 1984.5 "MAR"
"Morocco" "Middle East & North Africa" 1990.5 "MAR"
"Morocco" "Middle East & North Africa" 1998.5 "MAR"
"Morocco" "Middle East & North Africa" 2000.8 "MAR"
"Morocco" "Middle East & North Africa" 2007 "MAR"
"Mozambique" "Sub-Saharan Africa" 1996.2 "MOZ"
"Mozambique" "Sub-Saharan Africa" 2002.5 "MOZ"
"Mozambique" "Sub-Saharan Africa" 2007.5 "MOZ"
"Namibia" "Sub-Saharan Africa" 1993 "NAM"
"Namibia" "Sub-Saharan Africa" 2003.7 "NAM"
"Nepal" "South Asia" 1984.5 "NPL"
"Nepal" "South Asia" 1995.5 "NPL"
"Nepal" "South Asia" 2003.3 "NPL"
"Nepal" "South Asia" 2010.2 "NPL"
"Nicaragua" "Latin America & Caribbean" 1993 "NIC"
"Nicaragua" "Latin America & Caribbean" 1998 "NIC"
"Nicaragua" "Latin America & Caribbean" 2001 "NIC"
"Nicaragua" "Latin America & Caribbean" 2005 "NIC"
"Niger" "Sub-Saharan Africa" 1992 "NER"
"Niger" "Sub-Saharan Africa" 1994.4 "NER"
"Niger" "Sub-Saharan Africa" 2005 "NER"
"Niger" "Sub-Saharan Africa" 2007.5 "NER"
"Nigeria" "Sub-Saharan Africa" 1985.5 "NGA"
"Nigeria" "Sub-Saharan Africa" 1992.3 "NGA"
"Nigeria" "Sub-Saharan Africa" 1996.3 "NGA"
"Nigeria" "Sub-Saharan Africa" 2003.7 "NGA"
"Nigeria" "Sub-Saharan Africa" 2009.8 "NGA"
"Nigeria" "Sub-Saharan Africa" 2011 "NGA"
"Pakistan" "South Asia" 1987 "PAK"
"Pakistan" "South Asia" 1990.5 "PAK"
"Pakistan" "South Asia" 1996.5 "PAK"
"Pakistan" "South Asia" 1998.5 "PAK"
"Pakistan" "South Asia" 2001.5 "PAK"
"Pakistan" "South Asia" 2004.5 "PAK"
"Pakistan" "South Asia" 2005.5 "PAK"
"Pakistan" "South Asia" 2007.5 "PAK"
"Panama" "Latin America & Caribbean" 1979 "PAN"
"Panama" "Latin America & Caribbean" 1989 "PAN"
"Panama" "Latin America & Caribbean" 1991 "PAN"
"Panama" "Latin America & Caribbean" 1995 "PAN"
"Panama" "Latin America & Caribbean" 1997 "PAN"
"Panama" "Latin America & Caribbean" 1998 "PAN"
"Panama" "Latin America & Caribbean" 2001 "PAN"
"Panama" "Latin America & Caribbean" 2002 "PAN"
"Panama" "Latin America & Caribbean" 2003 "PAN"
"Panama" "Latin America & Caribbean" 2004 "PAN"
"Panama" "Latin America & Caribbean" 2005 "PAN"
"Panama" "Latin America & Caribbean" 2006 "PAN"
"Panama" "Latin America & Caribbean" 2009 "PAN"
"Panama" "Latin America & Caribbean" 2010 "PAN"
"Papua New Guinea" "East Asia & Pacific" 1996 "PNG"
"Paraguay" "Latin America & Caribbean" 1990 "PRY"
"Paraguay" "Latin America & Caribbean" 1995 "PRY"
"Paraguay" "Latin America & Caribbean" 1997.5 "PRY"
"Paraguay" "Latin America & Caribbean" 1999 "PRY"
"Paraguay" "Latin America & Caribbean" 2001 "PRY"
"Paraguay" "Latin America & Caribbean" 2002 "PRY"
"Paraguay" "Latin America & Caribbean" 2003 "PRY"
"Paraguay" "Latin America & Caribbean" 2004 "PRY"
"Paraguay" "Latin America & Caribbean" 2005 "PRY"
"Paraguay" "Latin America & Caribbean" 2006 "PRY"
"Paraguay" "Latin America & Caribbean" 2007 "PRY"
"Paraguay" "Latin America & Caribbean" 2008 "PRY"
"Paraguay" "Latin America & Caribbean" 2009 "PRY"
"Paraguay" "Latin America & Caribbean" 2010 "PRY"
"Peru" "Latin America & Caribbean" 1985.5 "PER"
"Peru" "Latin America & Caribbean" 1994 "PER"
"Peru" "Latin America & Caribbean" 1997 "PER"
"Peru" "Latin America & Caribbean" 1998 "PER"
"Peru" "Latin America & Caribbean" 1999 "PER"
"Peru" "Latin America & Caribbean" 2000 "PER"
"Peru" "Latin America & Caribbean" 2001 "PER"
"Peru" "Latin America & Caribbean" 2002 "PER"
"Peru" "Latin America & Caribbean" 2003 "PER"
"Peru" "Latin America & Caribbean" 2004 "PER"
"Peru" "Latin America & Caribbean" 2005 "PER"
"Peru" "Latin America & Caribbean" 2006 "PER"
"Peru" "Latin America & Caribbean" 2007 "PER"
"Peru" "Latin America & Caribbean" 2008 "PER"
"Peru" "Latin America & Caribbean" 2009 "PER"
"Peru" "Latin America & Caribbean" 2010 "PER"
"Philippines" "East Asia & Pacific" 1985 "PHL"
"Philippines" "East Asia & Pacific" 1988 "PHL"
"Philippines" "East Asia & Pacific" 1991 "PHL"
"Philippines" "East Asia & Pacific" 1994 "PHL"
"Philippines" "East Asia & Pacific" 1997 "PHL"
"Philippines" "East Asia & Pacific" 2000 "PHL"
"Philippines" "East Asia & Pacific" 2003 "PHL"
"Philippines" "East Asia & Pacific" 2006 "PHL"
"Philippines" "East Asia & Pacific" 2009 "PHL"
"Poland" "Europe & Central Asia" 1985 "POL"
"Poland" "Europe & Central Asia" 1987 "POL"
"Poland" "Europe & Central Asia" 1989 "POL"
"Poland" "Europe & Central Asia" 1992 "POL"
"Poland" "Europe & Central Asia" 1992.8 "POL"
"Poland" "Europe & Central Asia" 1996 "POL"
"Poland" "Europe & Central Asia" 1998 "POL"
"Poland" "Europe & Central Asia" 1999 "POL"
"Poland" "Europe & Central Asia" 2000 "POL"
"Poland" "Europe & Central Asia" 2001 "POL"
"Poland" "Europe & Central Asia" 2002 "POL"
"Poland" "Europe & Central Asia" 2004 "POL"
"Poland" "Europe & Central Asia" 2005 "POL"
"Poland" "Europe & Central Asia" 2006 "POL"
"Poland" "Europe & Central Asia" 2007 "POL"
"Poland" "Europe & Central Asia" 2008 "POL"
"Poland" "Europe & Central Asia" 2009 "POL"
"Poland" "Europe & Central Asia" 2010 "POL"
"Poland" "Europe & Central Asia" 2011 "POL"
"Romania" "Europe & Central Asia" 1989 "ROU"
"Romania" "Europe & Central Asia" 1992 "ROU"
"Romania" "Europe & Central Asia" 1994 "ROU"
"Romania" "Europe & Central Asia" 1998 "ROU"
"Romania" "Europe & Central Asia" 2000 "ROU"
"Romania" "Europe & Central Asia" 2001 "ROU"
"Romania" "Europe & Central Asia" 2002 "ROU"
"Romania" "Europe & Central Asia" 2003 "ROU"
"Romania" "Europe & Central Asia" 2004 "ROU"
"Romania" "Europe & Central Asia" 2005 "ROU"
"Romania" "Europe & Central Asia" 2006 "ROU"
"Romania" "Europe & Central Asia" 2007 "ROU"
"Romania" "Europe & Central Asia" 2008 "ROU"
"Romania" "Europe & Central Asia" 2010 "ROU"
"Romania" "Europe & Central Asia" 2011 "ROU"
"Russian Federation" "Europe & Central Asia" 1988 "RUS"
"Russian Federation" "Europe & Central Asia" 1993 "RUS"
"Russian Federation" "Europe & Central Asia" 1996 "RUS"
"Russian Federation" "Europe & Central Asia" 1999 "RUS"
"Russian Federation" "Europe & Central Asia" 2001 "RUS"
"Russian Federation" "Europe & Central Asia" 2002 "RUS"
"Russian Federation" "Europe & Central Asia" 2003 "RUS"
"Russian Federation" "Europe & Central Asia" 2004 "RUS"
"Russian Federation" "Europe & Central Asia" 2005 "RUS"
"Russian Federation" "Europe & Central Asia" 2006 "RUS"
"Russian Federation" "Europe & Central Asia" 2007 "RUS"
"Russian Federation" "Europe & Central Asia" 2008 "RUS"
"Russian Federation" "Europe & Central Asia" 2009 "RUS"
"Rwanda" "Sub-Saharan Africa" 1984.5 "RWA"
"Rwanda" "Sub-Saharan Africa" 2000 "RWA"
"Rwanda" "Sub-Saharan Africa" 2005.8 "RWA"
"Rwanda" "Sub-Saharan Africa" 2010.8 "RWA"
"Sao Tome and Principe" "Sub-Saharan Africa" 2000.5 "STP"
"Senegal" "Sub-Saharan Africa" 1991 "SEN"
"Senegal" "Sub-Saharan Africa" 1994.4 "SEN"
"Senegal" "Sub-Saharan Africa" 2001 "SEN"
"Senegal" "Sub-Saharan Africa" 2005 "SEN"
"Senegal" "Sub-Saharan Africa" 2011 "SEN"
"Serbia" "Europe & Central Asia" 2002 "SRB"
"Serbia" "Europe & Central Asia" 2003 "SRB"
"Serbia" "Europe & Central Asia" 2004 "SRB"
"Serbia" "Europe & Central Asia" 2005 "SRB"
"Serbia" "Europe & Central Asia" 2006 "SRB"
"Serbia" "Europe & Central Asia" 2007 "SRB"
"Serbia" "Europe & Central Asia" 2008 "SRB"
"Serbia" "Europe & Central Asia" 2009 "SRB"
"Serbia" "Europe & Central Asia" 2010 "SRB"
"Seychelles" "Sub-Saharan Africa" 1999.5 "SYC"
"Seychelles" "Sub-Saharan Africa" 2006.5 "SYC"
"Sierra Leone" "Sub-Saharan Africa" 1989.5 "SLE"
"Sierra Leone" "Sub-Saharan Africa" 2003 "SLE"
"Sierra Leone" "Sub-Saharan Africa" 2011 "SLE"
"Slovak Republic" "Europe & Central Asia" 1988 "SVK"
"Slovak Republic" "Europe & Central Asia" 1992 "SVK"
"Slovak Republic" "Europe & Central Asia" 1996 "SVK"
"Slovak Republic" "Europe & Central Asia" 2004 "SVK"
"Slovak Republic" "Europe & Central Asia" 2005 "SVK"
"Slovak Republic" "Europe & Central Asia" 2006 "SVK"
"Slovak Republic" "Europe & Central Asia" 2007 "SVK"
"Slovak Republic" "Europe & Central Asia" 2008 "SVK"
"Slovak Republic" "Europe & Central Asia" 2009 "SVK"
"Slovenia" "Europe & Central Asia" 1987 "SVN"
"Slovenia" "Europe & Central Asia" 1993 "SVN"
"Slovenia" "Europe & Central Asia" 1998 "SVN"
"Slovenia" "Europe & Central Asia" 2002 "SVN"
"Slovenia" "Europe & Central Asia" 2003 "SVN"
"Slovenia" "Europe & Central Asia" 2004 "SVN"
"South Africa" "Sub-Saharan Africa" 1993 "ZAF"
"South Africa" "Sub-Saharan Africa" 1995 "ZAF"
"South Africa" "Sub-Saharan Africa" 2000 "ZAF"
"South Africa" "Sub-Saharan Africa" 2005.7 "ZAF"
"South Africa" "Sub-Saharan Africa" 2008.7 "ZAF"
"Sri Lanka" "South Asia" 1985 "LKA"
"Sri Lanka" "South Asia" 1990.5 "LKA"
"Sri Lanka" "South Asia" 1995.5 "LKA"
"Sri Lanka" "South Asia" 2002 "LKA"
"Sri Lanka" "South Asia" 2006.5 "LKA"
"Sri Lanka" "South Asia" 2009.5 "LKA"
"St. Lucia" "Latin America & Caribbean" 1995 "LCA"
"Sudan" "Sub-Saharan Africa" 2009 "SDN"
"Suriname" "Latin America & Caribbean" 1999 "SUR"
"Swaziland" "Sub-Saharan Africa" 1994.5 "SWZ"
"Swaziland" "Sub-Saharan Africa" 2000.5 "SWZ"
"Swaziland" "Sub-Saharan Africa" 2009.5 "SWZ"
"Syrian Arab Republic" "Middle East & North Africa" 2004 "SYR"
"Tajikistan" "Europe & Central Asia" 1999 "TJK"
"Tajikistan" "Europe & Central Asia" 2003 "TJK"
"Tajikistan" "Europe & Central Asia" 2004 "TJK"
"Tajikistan" "Europe & Central Asia" 2007 "TJK"
"Tajikistan" "Europe & Central Asia" 2009 "TJK"
"Tanzania" "Sub-Saharan Africa" 1991.9 "TZA"
"Tanzania" "Sub-Saharan Africa" 2000.4 "TZA"
"Tanzania" "Sub-Saharan Africa" 2007 "TZA"
"Thailand" "East Asia & Pacific" 1981 "THA"
"Thailand" "East Asia & Pacific" 1988 "THA"
"Thailand" "East Asia & Pacific" 1990 "THA"
"Thailand" "East Asia & Pacific" 1992 "THA"
"Thailand" "East Asia & Pacific" 1994 "THA"
"Thailand" "East Asia & Pacific" 1996 "THA"
"Thailand" "East Asia & Pacific" 1998 "THA"
"Thailand" "East Asia & Pacific" 1999 "THA"
"Thailand" "East Asia & Pacific" 2000 "THA"
"Thailand" "East Asia & Pacific" 2002 "THA"
"Thailand" "East Asia & Pacific" 2006 "THA"
"Thailand" "East Asia & Pacific" 2008 "THA"
"Thailand" "East Asia & Pacific" 2010 "THA"
"Timor-Leste" "East Asia & Pacific" 2001 "TLS"
"Timor-Leste" "East Asia & Pacific" 2007 "TLS"
"Togo" "Sub-Saharan Africa" 2006 "TGO"
"Togo" "Sub-Saharan Africa" 2011 "TGO"
"Trinidad and Tobago" "Latin America & Caribbean" 1988 "TTO"
"Trinidad and Tobago" "Latin America & Caribbean" 1992 "TTO"
"Tunisia" "Middle East & North Africa" 1985 "TUN"
"Tunisia" "Middle East & North Africa" 1990 "TUN"
"Tunisia" "Middle East & North Africa" 1995 "TUN"
"Tunisia" "Middle East & North Africa" 2000 "TUN"
"Tunisia" "Middle East & North Africa" 2005 "TUN"
"Tunisia" "Middle East & North Africa" 2010 "TUN"
"Turkey" "Europe & Central Asia" 1987 "TUR"
"Turkey" "Europe & Central Asia" 1994 "TUR"
"Turkey" "Europe & Central Asia" 2002 "TUR"
"Turkey" "Europe & Central Asia" 2003 "TUR"
"Turkey" "Europe & Central Asia" 2004 "TUR"
"Turkey" "Europe & Central Asia" 2005 "TUR"
"Turkey" "Europe & Central Asia" 2006 "TUR"
"Turkey" "Europe & Central Asia" 2007 "TUR"
"Turkey" "Europe & Central Asia" 2008 "TUR"
"Turkey" "Europe & Central Asia" 2009 "TUR"
"Turkey" "Europe & Central Asia" 2010 "TUR"
"Turkmenistan" "Europe & Central Asia" 1988 "TKM"
"Turkmenistan" "Europe & Central Asia" 1993 "TKM"
"Turkmenistan" "Europe & Central Asia" 1998 "TKM"
"Uganda" "Sub-Saharan Africa" 1989 "UGA"
"Uganda" "Sub-Saharan Africa" 1992 "UGA"
"Uganda" "Sub-Saharan Africa" 1996.2 "UGA"
"Uganda" "Sub-Saharan Africa" 1999 "UGA"
"Uganda" "Sub-Saharan Africa" 2002 "UGA"
"Uganda" "Sub-Saharan Africa" 2005.5 "UGA"
"Uganda" "Sub-Saharan Africa" 2009.3 "UGA"
"Ukraine" "Europe & Central Asia" 1988 "UKR"
"Ukraine" "Europe & Central Asia" 1992 "UKR"
"Ukraine" "Europe & Central Asia" 1995 "UKR"
"Ukraine" "Europe & Central Asia" 1996 "UKR"
"Ukraine" "Europe & Central Asia" 1999 "UKR"
"Ukraine" "Europe & Central Asia" 2002 "UKR"
"Ukraine" "Europe & Central Asia" 2003 "UKR"
"Ukraine" "Europe & Central Asia" 2004 "UKR"
"Ukraine" "Europe & Central Asia" 2005 "UKR"
"Ukraine" "Europe & Central Asia" 2006 "UKR"
"Ukraine" "Europe & Central Asia" 2007 "UKR"
"Ukraine" "Europe & Central Asia" 2008 "UKR"
"Ukraine" "Europe & Central Asia" 2009 "UKR"
"Ukraine" "Europe & Central Asia" 2010 "UKR"
"Uruguay" "Latin America & Caribbean" 1981 "URY"
"Uruguay" "Latin America & Caribbean" 1989 "URY"
"Uruguay" "Latin America & Caribbean" 2006 "URY"
"Uruguay" "Latin America & Caribbean" 2007 "URY"
"Uruguay" "Latin America & Caribbean" 2008 "URY"
"Uruguay" "Latin America & Caribbean" 2009 "URY"
"Uruguay" "Latin America & Caribbean" 2010 "URY"
"Venezuela, RB" "Latin America & Caribbean" 1981 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 1987 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 1989 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 1992 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 1995 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 1998 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 1999 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 2001 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 2002 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 2003 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 2004 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 2005 "VEN"
"Venezuela, RB" "Latin America & Caribbean" 2006 "VEN"
"Vietnam" "East Asia & Pacific" 1992.7 "VNM"
"Vietnam" "East Asia & Pacific" 1998 "VNM"
"Vietnam" "East Asia & Pacific" 2002 "VNM"
"Vietnam" "East Asia & Pacific" 2004 "VNM"
"Vietnam" "East Asia & Pacific" 2006 "VNM"
"Vietnam" "East Asia & Pacific" 2008 "VNM"
"West Bank and Gaza" "Middle East & North Africa" 2007 "PSE"
"West Bank and Gaza" "Middle East & North Africa" 2009 "PSE"
"Yemen, Rep." "Middle East & North Africa" 1998 "YEM"
"Yemen, Rep." "Middle East & North Africa" 2005 "YEM"
"Zambia" "Sub-Saharan Africa" 1991 "ZMB"
"Zambia" "Sub-Saharan Africa" 1993 "ZMB"
"Zambia" "Sub-Saharan Africa" 1996 "ZMB"
"Zambia" "Sub-Saharan Africa" 1998 "ZMB"
"Zambia" "Sub-Saharan Africa" 2002.8 "ZMB"
"Zambia" "Sub-Saharan Africa" 2004.3 "ZMB"
"Zambia" "Sub-Saharan Africa" 2006 "ZMB"
"Zambia" "Sub-Saharan Africa" 2010 "ZMB"
